,loss,lr,average_reward,num_buy,num_sell,num_hold
0,12.440788269042969,0.001,0.0007780009182170033,21,14,93
1,11.251115798950195,0.001,0.0005327481194399297,19,30,79
2,13.114810943603516,0.001,2.0905077690258622e-05,21,17,90
3,15.326748847961426,0.001,-0.0005299854092299938,25,15,88
4,18.610929489135742,0.001,0.00021675648167729378,30,23,75
5,12.478006362915039,0.001,-0.0005383788957260549,19,25,84
6,12.269112586975098,0.001,0.0017563211731612682,19,29,80
7,12.797545433044434,0.001,-0.0008067704038694501,21,29,78
8,12.43629264831543,0.001,-0.0005320864147506654,22,31,75
9,17.54928970336914,0.001,7.539772195741534e-05,30,26,72
10,13.537301063537598,0.001,-0.0019003978231921792,23,29,76
11,14.324771881103516,0.001,-0.0004789583326783031,22,19,87
12,8.922574996948242,0.001,-0.0002490158367436379,14,23,91
13,15.397846221923828,0.001,-0.00011463361443020403,26,20,82
14,14.50007438659668,0.001,-0.0008067227900028229,24,21,83
15,17.91598129272461,0.001,0.00012756403884850442,25,20,83
16,12.3522367477417,0.001,0.0006534645799547434,20,22,86
17,8.931926727294922,0.001,-0.00041646562749519944,15,23,90
18,17.253355026245117,0.001,-0.0004963381798006594,25,22,81
19,14.262105941772461,0.001,-0.0006416944088414311,21,22,85
20,15.047318458557129,0.001,0.00040790310595184565,21,23,84
21,14.007925033569336,0.001,-0.0006529078236781061,23,21,84
22,10.141938209533691,0.001,-0.0008637757855467498,16,27,85
23,16.09743881225586,0.001,-0.0004748913343064487,24,28,76
24,9.304370880126953,0.001,-0.0002521787828300148,15,24,89
25,11.436847686767578,0.001,0.0005922834388911724,19,23,86
26,9.910043716430664,0.001,0.00026608293410390615,17,21,90
27,13.890046119689941,0.001,-0.0010036926250904799,24,20,84
28,13.205281257629395,0.001,-0.0007188792806118727,24,15,89
29,13.49523639678955,0.001,0.00013032300921622664,23,15,90
30,9.752034187316895,0.001,0.00016059904010035098,16,23,89
31,17.400291442871094,0.001,-0.00012490397784858942,30,19,79
32,10.493956565856934,0.001,0.0008755276212468743,17,24,87
33,12.217369079589844,0.001,-0.0006165779777802527,21,20,87
34,14.038742065429688,0.001,-5.287013482302427e-05,23,22,83
35,9.76384162902832,0.001,-0.001198894577100873,20,19,89
36,14.879510879516602,0.001,-0.0008685373468324542,24,20,84
37,16.91292381286621,0.001,-0.0001885270612547174,28,23,77
38,15.006376266479492,0.001,0.0006596317398361862,26,22,80
39,12.57076644897461,0.001,-0.0006283358088694513,21,18,89
40,11.525407791137695,0.001,-0.00012347122537903488,19,32,77
41,11.187211036682129,0.001,3.381510032340884e-05,19,21,88
42,13.221872329711914,0.001,0.00033008903847076,21,30,77
43,14.590246200561523,0.001,-0.0016136980848386884,24,19,85
44,12.315842628479004,0.001,-1.4391960576176643e-05,21,16,91
45,12.511713027954102,0.001,-0.0012311229947954416,22,24,82
46,14.379396438598633,0.001,-0.001041612820699811,22,26,80
47,9.962913513183594,0.001,0.0005055087385699153,19,20,89
48,11.967559814453125,0.001,0.0003411494835745543,23,23,82
49,13.035910606384277,0.001,0.0007547413115389645,24,19,85
50,17.892412185668945,0.001,-0.00043633897439576685,33,19,76
51,16.16422462463379,0.001,0.00024060522264335304,28,25,75
52,15.228719711303711,0.001,0.00016776009579189122,27,16,85
53,13.037530899047852,0.001,8.981029532151297e-05,22,23,83
54,15.706239700317383,0.001,0.0006112698465585709,27,26,75
55,11.54200553894043,0.001,-0.0009082339238375425,21,22,85
56,10.496559143066406,0.001,-0.00027440255507826805,19,21,88
57,13.323932647705078,0.001,0.00047553546028211713,22,22,84
58,12.33059024810791,0.001,0.00033839308889582753,22,27,79
59,10.27985954284668,0.001,-0.0007214169017970562,17,24,87
60,11.873920440673828,0.001,-0.0008515366935171187,19,19,90
61,15.301190376281738,0.001,-0.0006523182382807136,24,14,90
62,12.53115177154541,0.001,-0.002036568708717823,20,25,83
63,15.600266456604004,0.001,-0.0008200175361707807,25,22,81
64,10.699291229248047,0.001,-0.0011893522460013628,19,21,88
65,10.537343978881836,0.001,-0.0012992743868380785,17,31,80
66,13.929767608642578,0.001,0.00043221941450610757,25,21,82
67,17.62394905090332,0.001,0.0007850058609619737,29,24,75
68,12.131299018859863,0.001,-0.0006551860133185983,24,15,89
69,11.757262229919434,0.001,0.0002446487487759441,19,22,87
70,11.927318572998047,0.001,0.000638229597825557,20,25,83
71,12.094259262084961,0.001,6.612882134504616e-05,19,21,88
72,15.370628356933594,0.001,-0.0007711115176789463,26,20,82
73,14.17232608795166,0.001,0.0007725560571998358,27,20,81
74,10.385114669799805,0.001,-0.0012202769285067916,19,16,93
75,14.899704933166504,0.001,-0.001067458651959896,28,12,88
76,11.952054977416992,0.001,-0.0007523858221247792,21,27,80
77,12.622739791870117,0.001,0.0006481473101302981,24,21,83
78,11.392043113708496,0.001,-0.000676390016451478,21,22,85
79,12.441316604614258,0.001,-0.0006897643906995654,20,22,86
80,11.061965942382812,0.001,-0.0004816990112885833,19,21,88
81,11.042695045471191,0.001,-0.0002526612370274961,21,21,86
82,13.230137825012207,0.001,-0.0003023244789801538,26,21,81
83,12.192852020263672,0.001,-0.00012969490489922464,21,24,83
84,14.037225723266602,0.001,-0.0014542917488142848,24,24,80
85,10.363554000854492,0.001,-0.001159933628514409,19,26,83
86,12.111858367919922,0.001,-0.00018320005619898438,20,22,86
87,14.293771743774414,0.001,0.00048806396080181,26,19,83
88,11.93925666809082,0.001,-0.000541314366273582,20,24,84
89,15.842876434326172,0.001,-0.00031226957798935473,27,28,73
90,10.68216609954834,0.001,0.000843969639390707,21,15,92
91,14.059803009033203,0.001,-0.0020032734610140324,26,23,79
92,10.845582962036133,0.001,-0.002274102531373501,20,25,83
93,12.623302459716797,0.001,-0.00036092501250095665,23,18,87
94,13.331110000610352,0.001,0.0005144980386830866,22,20,86
95,12.472343444824219,0.001,0.0012505045160651207,21,22,85
96,11.014516830444336,0.001,-0.000457864225609228,20,20,88
97,11.837791442871094,0.001,0.000711776374373585,23,20,85
98,8.826303482055664,0.001,-0.0005542005528695881,17,21,90
99,11.421636581420898,0.001,0.001089036581106484,22,21,85
100,15.965694427490234,0.001,4.887825343757868e-05,27,24,77
101,8.923004150390625,0.001,0.0002674030838534236,17,23,88
102,11.94481372833252,0.001,-0.0007644857396371663,21,22,85
103,13.551830291748047,0.001,0.000376920826965943,26,22,80
104,14.04394817352295,0.001,-0.0010747428750619292,23,18,87
105,11.93966293334961,0.001,-0.0004818919114768505,23,23,82
106,10.852394104003906,0.001,-0.0008956330129876733,21,20,87
107,10.997489929199219,0.001,-0.0005046321311965585,23,24,81
108,17.2502498626709,0.001,0.00028825888875871897,31,22,75
109,12.592571258544922,0.001,5.8134224673267454e-05,23,23,82
110,11.23353385925293,0.001,-0.0013469299301505089,20,19,89
111,8.389026641845703,0.001,-0.0003952145925723016,16,22,90
112,12.277929306030273,0.001,-0.0005073790089227259,27,21,80
113,9.70180892944336,0.001,-0.0005648044170811772,19,25,84
114,10.749326705932617,0.001,-0.0008967691101133823,22,14,92
115,10.095279693603516,0.001,-0.0011498034000396729,16,24,88
116,13.129631042480469,0.001,-0.001044752192683518,21,19,88
117,10.352084159851074,0.001,0.000534691964276135,18,29,81
118,12.15212631225586,0.001,0.0003725775168277323,21,25,82
119,11.209756851196289,0.001,-0.0008214664412662387,21,21,86
120,11.30905532836914,0.001,-9.63839702308178e-05,22,18,88
121,9.483248710632324,0.001,0.00020518904784694314,17,20,91
122,10.079315185546875,0.001,-0.000828215794172138,18,29,81
123,8.88366985321045,0.001,-0.000770496902987361,16,19,93
124,4.576658248901367,0.001,-0.00039489613845944405,10,27,91
125,16.924625396728516,0.001,-0.0002865818969439715,32,20,76
126,12.769954681396484,0.001,-0.00018445512978360057,24,22,82
127,9.63416862487793,0.001,-0.0008634231053292751,19,21,88
128,9.786100387573242,0.001,-0.00032272262615151703,19,25,84
129,9.342491149902344,0.001,-0.0004357918805908412,18,22,88
130,7.7916154861450195,0.001,-0.00018011420615948737,14,25,89
131,9.81596565246582,0.001,-6.87203137204051e-05,19,35,74
132,12.086711883544922,0.001,-0.0008732893038541079,22,18,88
133,13.10350227355957,0.001,-0.0010151582537218928,23,21,84
134,14.187398910522461,0.001,-0.00036135787377133965,26,16,86
135,12.137008666992188,0.001,-0.00035772903356701136,22,25,81
136,11.678442001342773,0.001,-0.0011799480998888612,25,19,84
137,15.446523666381836,0.001,0.0005351142608560622,29,16,83
138,14.930580139160156,0.001,0.0002924324362538755,27,29,72
139,8.84630298614502,0.001,-0.0015352678019553423,17,21,90
140,14.16127872467041,0.001,0.0004271074722055346,26,24,78
141,12.519465446472168,0.001,-0.0007038834737613797,22,22,84
142,12.32956314086914,0.001,-6.376689998432994e-05,25,24,79
143,16.105520248413086,0.001,-0.0006020197761245072,28,25,75
144,15.196480751037598,0.001,-9.51137044467032e-05,28,18,82
145,9.632390022277832,0.001,0.00012839991541113704,20,23,85
146,12.556636810302734,0.001,-0.0003527123189996928,26,23,79
147,12.55191421508789,0.001,-0.0008973682997748256,23,13,92
148,13.335352897644043,0.001,-0.0011064577847719193,24,19,85
